ID1	ID2	GRM	KING
s42	s60	0.0530	0.0000
s42	s61	0.6060	0.2482
s42	s64	0.0486	0.0000
s42	s66	0.0511	0.0000
s42	s67	-0.0213	0.0000
s42	s68	-0.0226	0.0000
s42	s69	0.0344	0.0000
s42	s73	-0.0286	0.0000
s42	s74	-0.0938	0.0000
s42	s75	-0.0952	0.0000
s42	s76	0.2712	0.1138
s42	s77	0.0536	0.0000
s42	s78	0.0498	0.0000
s42	s79	-0.0996	0.0000
s42	s82	0.0559	0.0000
s42	s83	-0.0144	0.0000
s42	s84	0.2635	0.1100
s42	s85	-0.0230	0.0000
s42	s87	0.3240	0.1345
s42	s91	-0.0803	0.0000
s42	s92	0.6389	0.2661
s42	s93	0.6389	0.2661
s42	s94	-0.0833	0.0000
s42	s95	-0.0213	0.0000
s43	s46	0.5861	0.2394
s43	s47	0.0254	0.0000
s43	s48	0.0136	0.0000
s43	s49	-0.0958	0.0000
s43	s50	0.0187	0.0000
s43	s51	0.0066	0.0000
s43	s52	0.0606	0.0000
s43	s53	0.0588	0.0000
s43	s54	-0.0271	0.0000
s43	s55	0.0553	0.0000
s43	s57	0.0282	0.0000
s43	s58	0.0508	0.0000
s43	s59	0.6019	0.2485
s43	s60	0.0449	0.0000
s43	s61	0.6098	0.2479
s43	s64	0.0487	0.0000
s43	s66	0.0527	0.0000
s43	s67	-0.0209	0.0000
s43	s68	-0.0241	0.0000
s43	s69	0.0422	0.0000
s43	s73	-0.0241	0.0000
s43	s74	-0.0932	0.0000
s43	s75	-0.0909	0.0000
s43	s76	0.2665	0.1112
s43	s77	0.0504	0.0000
s43	s78	0.0588	0.0000
s43	s79	-0.0957	0.0000
s43	s82	0.0535	0.0000
s43	s83	-0.0100	0.0000
s43	s84	0.3221	0.1321
s43	s85	-0.0139	0.0000
s43	s87	0.3286	0.1341
s43	s91	-0.0795	0.0000
s43	s92	0.5860	0.2434
s43	s93	0.5860	0.2434
s43	s94	-0.0820	0.0000
s43	s95	-0.0209	0.0000
s46	s47	0.0186	0.0000
s46	s48	0.0067	0.0000
s46	s49	-0.0980	0.0000
s46	s50	0.0175	0.0000
s46	s51	0.0027	0.0000
s46	s52	0.0582	0.0000
s46	s53	0.0641	0.0000
s46	s54	-0.0226	0.0000
s46	s55	0.0546	0.0000
s46	s57	0.0209	0.0000
s46	s58	0.0581	0.0000
s46	s59	0.5763	0.2375
s46	s60	0.0513	0.0000
s46	s61	0.6069	0.2467
s46	s64	0.0462	0.0000
s46	s66	0.0536	0.0000
s46	s67	-0.0209	0.0000
s46	s68	-0.0228	0.0000
s46	s69	0.0352	0.0000
s46	s73	-0.0243	0.0000
s46	s74	-0.0954	0.0000
s46	s75	-0.0922	0.0000
s46	s76	0.2807	0.1160
s46	s77	0.0457	0.0000
s46	s78	0.0468	0.0000
s46	s79	-0.0981	0.0000
s46	s82	0.0520	0.0000
s46	s83	-0.0118	0.0000
s46	s84	0.3454	0.1417
s46	s85	-0.0175	0.0000
s46	s87	0.3164	0.1294
s46	s91	-0.0819	0.0000
s46	s92	0.5887	0.2445
s46	s93	0.5887	0.2444
s46	s94	-0.0850	0.0000
s46	s95	-0.0209	0.0000
s47	s48	0.2766	0.1350
s47	s49	-0.0749	0.0000
s47	s50	0.0203	0.0000
s47	s51	0.0293	0.0000
s47	s52	0.0422	0.0000
s47	s53	0.0368	0.0000
s47	s54	-0.0137	0.0000
s47	s55	0.0415	0.0000
s47	s57	0.5406	0.2665
s47	s58	0.0412	0.0000
s47	s59	0.0207	0.0000
s47	s60	0.0409	0.0000
s47	s61	0.0216	0.0000
s47	s64	0.0470	0.0000
s47	s66	0.0397	0.0000
s47	s67	-0.0168	0.0000
s47	s68	-0.0122	0.0000
s47	s69	0.5575	0.2321
s47	s73	-0.0204	0.0000
s47	s74	-0.0759	0.0000
s47	s75	-0.0777	0.0000
s47	s76	0.0354	0.0000
s47	s77	0.0361	0.0000
s47	s78	0.0433	0.0000
s47	s79	-0.0712	0.0000
s47	s82	0.0449	0.0000
s47	s83	0.0121	0.0000
s47	s84	0.0313	0.0000
s47	s85	0.0136	0.0000
s47	s87	0.0311	0.0000
s47	s91	-0.0513	0.0000
s47	s92	0.0164	0.0000
s47	s93	0.0164	0.0000
s47	s94	-0.0541	0.0000
s47	s95	-0.0168	0.0000
s48	s49	-0.0825	0.0000
s48	s50	0.0273	0.0000
s48	s51	0.4972	0.2488
s48	s52	0.0375	0.0000
s48	s53	0.0284	0.0000
s48	s54	-0.0193	0.0000
s48	s55	0.0331	0.0000
s48	s57	0.5146	0.2537
s48	s58	0.0394	0.0000
s48	s59	0.0094	0.0000
s48	s60	0.0341	0.0000
s48	s61	0.0127	0.0000
s48	s64	0.0400	0.0000
s48	s66	0.0314	0.0000
s48	s67	-0.0147	0.0000
s48	s68	-0.0128	0.0000
s48	s69	0.3370	0.1139
s48	s73	-0.0196	0.0000
s48	s74	-0.0753	0.0000
s48	s75	-0.0806	0.0000
s48	s76	0.0277	0.0000
s48	s77	0.0331	0.0000
s48	s78	0.0295	0.0000
s48	s79	-0.0762	0.0000
s48	s82	0.0392	0.0000
s48	s83	0.0179	0.0000
s48	s84	0.0177	0.0000
s48	s85	0.0252	0.0000
s48	s87	0.0203	0.0000
s48	s91	-0.0357	0.0000
s48	s92	0.0089	0.0000
s48	s93	0.0089	0.0000
s48	s94	-0.0379	0.0000
s48	s95	-0.0147	0.0000
s49	s50	-0.0880	0.0000
s49	s51	-0.0823	0.0000
s49	s52	-0.0946	0.0000
s49	s53	-0.0946	0.0000
s49	s54	-0.0744	0.0000
s49	s55	-0.0938	0.0000
s49	s57	-0.0787	0.0000
s49	s58	-0.1002	0.0000
s49	s59	-0.0968	0.0000
s49	s60	-0.0935	0.0000
s49	s61	-0.0934	0.0000
s49	s64	-0.0892	0.0000
s49	s66	-0.0910	0.0000
s49	s67	-0.0733	0.0000
s49	s68	-0.0757	0.0000
s49	s69	-0.0785	0.0000
s49	s73	-0.0734	0.0000
s49	s74	0.4303	0.0948
s49	s75	0.7203	0.2503
s49	s76	-0.0871	0.0000
s49	s77	-0.0948	0.0000
s49	s78	-0.0857	0.0000
s49	s79	0.7256	0.2520
s49	s82	-0.0945	0.0000
s49	s83	-0.0842	0.0000
s49	s84	-0.0864	0.0000
s49	s85	-0.0743	0.0000
s49	s87	-0.0871	0.0000
s49	s91	-0.0882	0.0000
s49	s92	-0.0996	0.0000
s49	s93	-0.0997	0.0000
s49	s94	-0.0891	0.0000
s49	s95	-0.0734	0.0000
s50	s51	0.0383	0.0000
s50	s52	0.0393	0.0000
s50	s53	0.0372	0.0000
s50	s54	-0.0036	0.0000
s50	s55	0.0384	0.0000
s50	s57	0.0204	0.0000
s50	s58	0.0326	0.0000
s50	s59	0.0174	0.0000
s50	s60	0.0433	0.0000
s50	s61	0.0152	0.0000
s50	s64	0.0373	0.0000
s50	s66	0.0363	0.0000
s50	s67	-0.0034	0.0000
s50	s68	0.0004	0.0000
s50	s69	0.0252	0.0000
s50	s73	-0.0065	0.0000
s50	s74	-0.0883	0.0000
s50	s75	-0.0866	0.0000
s50	s76	0.0310	0.0000
s50	s77	0.0302	0.0000
s50	s78	0.0371	0.0000
s50	s79	-0.0888	0.0000
s50	s82	0.0351	0.0000
s50	s83	0.0310	0.0000
s50	s84	0.0259	0.0000
s50	s85	0.0402	0.0000
s50	s87	0.0303	0.0000
s50	s91	-0.0206	0.0000
s50	s92	0.0208	0.0000
s50	s93	0.0208	0.0000
s50	s94	-0.0236	0.0000
s50	s95	-0.0034	0.0000
s51	s52	0.0331	0.0000
s51	s53	0.0294	0.0000
s51	s54	-0.0127	0.0000
s51	s55	0.0257	0.0000
s51	s57	0.0209	0.0000
s51	s58	0.0288	0.0000
s51	s59	0.0013	0.0000
s51	s60	0.0257	0.0000
s51	s61	0.0059	0.0000
s51	s64	0.0322	0.0000
s51	s66	0.0265	0.0000
s51	s67	-0.0053	0.0000
s51	s68	-0.0086	0.0000
s51	s69	0.0300	0.0000
s51	s73	-0.0112	0.0000
s51	s74	-0.0781	0.0000
s51	s75	-0.0807	0.0000
s51	s76	0.0204	0.0000
s51	s77	0.0279	0.0000
s51	s78	0.0261	0.0000
s51	s79	-0.0758	0.0000
s51	s82	0.0329	0.0000
s51	s83	0.0331	0.0000
s51	s84	0.0178	0.0000
s51	s85	0.0400	0.0000
s51	s87	0.0175	0.0000
s51	s91	-0.0187	0.0000
s51	s92	0.0062	0.0000
s51	s93	0.0062	0.0000
s51	s94	-0.0194	0.0000
s51	s95	-0.0053	0.0000
s52	s53	0.0686	0.0000
s52	s54	-0.0050	0.0000
s52	s55	0.0629	0.0000
s52	s57	0.0453	0.0000
s52	s58	0.0780	0.0000
s52	s59	0.0626	0.0000
s52	s60	0.0839	0.0000
s52	s61	0.0620	0.0000
s52	s64	0.0699	0.0000
s52	s66	0.0709	0.0000
s52	s67	-0.0133	0.0000
s52	s68	-0.0146	0.0000
s52	s69	0.0519	0.0000
s52	s73	-0.0088	0.0000
s52	s74	-0.0917	0.0000
s52	s75	-0.0934	0.0000
s52	s76	0.0715	0.0000
s52	s77	0.0797	0.0000
s52	s78	0.0703	0.0000
s52	s79	-0.0914	0.0000
s52	s82	0.0808	0.0000
s52	s83	0.0055	0.0000
s52	s84	0.0636	0.0000
s52	s85	0.0025	0.0000
s52	s87	0.0693	0.0000
s52	s91	-0.0621	0.0000
s52	s92	0.0585	0.0000
s52	s93	0.0585	0.0000
s52	s94	-0.0643	0.0000
s52	s95	-0.0133	0.0000
s53	s54	-0.0076	0.0000
s53	s55	0.0677	0.0000
s53	s57	0.0358	0.0000
s53	s58	0.0744	0.0000
s53	s59	0.0643	0.0000
s53	s60	0.0692	0.0000
s53	s61	0.0478	0.0000
s53	s64	0.0705	0.0000
s53	s66	0.0712	0.0000
s53	s67	-0.0139	0.0000
s53	s68	-0.0110	0.0000
s53	s69	0.0509	0.0000
s53	s73	-0.0073	0.0000
s53	s74	-0.0952	0.0000
s53	s75	-0.0948	0.0000
s53	s76	0.1033	0.0000
s53	s77	0.0682	0.0000
s53	s78	0.0767	0.0000
s53	s79	-0.0946	0.0000
s53	s82	0.0674	0.0000
s53	s83	0.0088	0.0000
s53	s84	0.0640	0.0000
s53	s85	0.0044	0.0000
s53	s87	0.0678	0.0000
s53	s91	-0.0611	0.0000
s53	s92	0.0593	0.0000
s53	s93	0.0593	0.0000
s53	s94	-0.0627	0.0000
s53	s95	-0.0139	0.0000
s54	s55	-0.0082	0.0000
s54	s57	-0.0137	0.0000
s54	s58	-0.0045	0.0000
s54	s59	-0.0221	0.0000
s54	s60	-0.0035	0.0000
s54	s61	-0.0204	0.0000
s54	s64	-0.0101	0.0000
s54	s66	-0.0070	0.0000
s54	s67	0.0456	0.0000
s54	s68	0.0473	0.0000
s54	s69	-0.0066	0.0000
s54	s73	0.0516	0.0000
s54	s74	-0.0703	0.0000
s54	s75	-0.0703	0.0000
s54	s76	-0.0132	0.0000
s54	s77	-0.0062	0.0000
s54	s78	-0.0056	0.0000
s54	s79	-0.0698	0.0000
s54	s82	-0.0043	0.0000
s54	s83	-0.0135	0.0000
s54	s84	-0.0122	0.0000
s54	s85	-0.0116	0.0000
s54	s87	-0.0174	0.0000
s54	s91	0.0054	0.0000
s54	s92	-0.0297	0.0000
s54	s93	-0.0297	0.0000
s54	s94	-0.0028	0.0000
s54	s95	0.0456	0.0000
s55	s57	0.0436	0.0000
s55	s58	0.0669	0.0000
s55	s59	0.0550	0.0000
s55	s60	0.0699	0.0000
s55	s61	0.0556	0.0000
s55	s64	0.0734	0.0000
s55	s66	0.0736	0.0000
s55	s67	-0.0084	0.0000
s55	s68	-0.0088	0.0000
s55	s69	0.0499	0.0000
s55	s73	-0.0079	0.0000
s55	s74	-0.0969	0.0000
s55	s75	-0.0945	0.0000
s55	s76	0.0649	0.0000
s55	s77	0.0684	0.0000
s55	s78	0.0705	0.0000
s55	s79	-0.0949	0.0000
s55	s82	0.0733	0.0000
s55	s83	0.0081	0.0000
s55	s84	0.0643	0.0000
s55	s85	0.0026	0.0000
s55	s87	0.0613	0.0000
s55	s91	-0.0589	0.0000
s55	s92	0.0523	0.0000
s55	s93	0.0523	0.0000
s55	s94	-0.0646	0.0000
s55	s95	-0.0084	0.0000
s57	s58	0.0485	0.0000
s57	s59	0.0248	0.0000
s57	s60	0.0446	0.0000
s57	s61	0.0281	0.0000
s57	s64	0.0423	0.0000
s57	s66	0.0408	0.0000
s57	s67	-0.0205	0.0000
s57	s68	-0.0129	0.0000
s57	s69	0.5601	0.2319
s57	s73	-0.0208	0.0000
s57	s74	-0.0757	0.0000
s57	s75	-0.0791	0.0000
s57	s76	0.0400	0.0000
s57	s77	0.0391	0.0000
s57	s78	0.0427	0.0000
s57	s79	-0.0721	0.0000
s57	s82	0.0472	0.0000
s57	s83	0.0067	0.0000
s57	s84	0.0276	0.0000
s57	s85	0.0106	0.0000
s57	s87	0.0304	0.0000
s57	s91	-0.0490	0.0000
s57	s92	0.0218	0.0000
s57	s93	0.0218	0.0000
s57	s94	-0.0557	0.0000
s57	s95	-0.0205	0.0000
s58	s59	0.0482	0.0000
s58	s60	0.0764	0.0000
s58	s61	0.0548	0.0000
s58	s64	0.0702	0.0000
s58	s66	0.0798	0.0000
s58	s67	-0.0057	0.0000
s58	s68	-0.0030	0.0000
s58	s69	0.0550	0.0000
s58	s73	-0.0069	0.0000
s58	s74	-0.0953	0.0000
s58	s75	-0.0974	0.0000
s58	s76	0.0626	0.0000
s58	s77	0.0724	0.0000
s58	s78	0.0702	0.0000
s58	s79	-0.0937	0.0000
s58	s82	0.0755	0.0000
s58	s83	0.0064	0.0000
s58	s84	0.0625	0.0000
s58	s85	0.0013	0.0000
s58	s87	0.0641	0.0000
s58	s91	-0.0526	0.0000
s58	s92	0.0520	0.0000
s58	s93	0.0520	0.0000
s58	s94	-0.0579	0.0000
s58	s95	-0.0057	0.0000
s59	s60	0.0479	0.0000
s59	s61	0.6026	0.2481
s59	s64	0.0494	0.0000
s59	s66	0.0506	0.0000
s59	s67	-0.0263	0.0000
s59	s68	-0.0285	0.0000
s59	s69	0.0389	0.0000
s59	s73	-0.0265	0.0000
s59	s74	-0.0943	0.0000
s59	s75	-0.0946	0.0000
s59	s76	0.2873	0.1210
s59	s77	0.0507	0.0000
s59	s78	0.0452	0.0000
s59	s79	-0.0949	0.0000
s59	s82	0.0528	0.0000
s59	s83	-0.0130	0.0000
s59	s84	0.2638	0.1108
s59	s85	-0.0185	0.0000
s59	s87	0.3139	0.1315
s59	s91	-0.0825	0.0000
s59	s92	0.6367	0.2674
s59	s93	0.6367	0.2673
s59	s94	-0.0846	0.0000
s59	s95	-0.0263	0.0000
s60	s61	0.0528	0.0000
s60	s64	0.0636	0.0000
s60	s66	0.0710	0.0000
s60	s67	-0.0088	0.0000
s60	s68	-0.0095	0.0000
s60	s69	0.0588	0.0000
s60	s73	-0.0051	0.0000
s60	s74	-0.0939	0.0000
s60	s75	-0.0946	0.0000
s60	s76	0.0582	0.0000
s60	s77	0.0717	0.0000
s60	s78	0.0687	0.0000
s60	s79	-0.0906	0.0000
s60	s82	0.0785	0.0000
s60	s83	0.0105	0.0000
s60	s84	0.0618	0.0000
s60	s85	0.0050	0.0000
s60	s87	0.0680	0.0000
s60	s91	-0.0622	0.0000
s60	s92	0.0461	0.0000
s60	s93	0.0461	0.0000
s60	s94	-0.0627	0.0000
s60	s95	-0.0088	0.0000
s61	s64	0.0507	0.0000
s61	s66	0.0560	0.0000
s61	s67	-0.0172	0.0000
s61	s68	-0.0240	0.0000
s61	s69	0.0393	0.0000
s61	s73	-0.0227	0.0000
s61	s74	-0.0905	0.0000
s61	s75	-0.0903	0.0000
s61	s76	-0.0118	0.0000
s61	s77	0.0537	0.0000
s61	s78	0.0585	0.0000
s61	s79	-0.0920	0.0000
s61	s82	0.0597	0.0000
s61	s83	-0.0101	0.0000
s61	s84	0.6154	0.2475
s61	s85	-0.0125	0.0000
s61	s87	-0.0119	0.0000
s61	s91	-0.0786	0.0000
s61	s92	0.5988	0.2482
s61	s93	0.5988	0.2482
s61	s94	-0.0826	0.0000
s61	s95	-0.0172	0.0000
s64	s66	0.0751	0.0000
s64	s67	-0.0084	0.0000
s64	s68	-0.0082	0.0000
s64	s69	0.0542	0.0000
s64	s73	-0.0088	0.0000
s64	s74	-0.0933	0.0000
s64	s75	-0.0878	0.0000
s64	s76	0.0587	0.0000
s64	s77	0.0744	0.0000
s64	s78	0.0788	0.0000
s64	s79	-0.0917	0.0000
s64	s82	0.0732	0.0000
s64	s83	0.0053	0.0000
s64	s84	0.0627	0.0000
s64	s85	0.0027	0.0000
s64	s87	0.0603	0.0000
s64	s91	-0.0643	0.0000
s64	s92	0.0482	0.0000
s64	s93	0.0482	0.0000
s64	s94	-0.0647	0.0000
s64	s95	-0.0084	0.0000
s66	s67	-0.0041	0.0000
s66	s68	-0.0054	0.0000
s66	s69	0.0504	0.0000
s66	s73	-0.0045	0.0000
s66	s74	-0.0900	0.0000
s66	s75	-0.0887	0.0000
s66	s76	0.0611	0.0000
s66	s77	0.0754	0.0000
s66	s78	0.0754	0.0000
s66	s79	-0.0900	0.0000
s66	s82	0.0667	0.0000
s66	s83	0.0089	0.0000
s66	s84	0.0634	0.0000
s66	s85	0.0108	0.0000
s66	s87	0.0658	0.0000
s66	s91	-0.0620	0.0000
s66	s92	0.0509	0.0000
s66	s93	0.0509	0.0000
s66	s94	-0.0630	0.0000
s66	s95	-0.0041	0.0000
s67	s68	0.5188	0.2421
s67	s69	-0.0137	0.0000
s67	s73	0.5241	0.2453
s67	s74	-0.0737	0.0000
s67	s75	-0.0702	0.0000
s67	s76	-0.0159	0.0000
s67	s77	-0.0063	0.0000
s67	s78	-0.0109	0.0000
s67	s79	-0.0726	0.0000
s67	s82	-0.0115	0.0000
s67	s83	-0.0148	0.0000
s67	s84	-0.0096	0.0000
s67	s85	-0.0143	0.0000
s67	s87	-0.0181	0.0000
s67	s91	-0.0027	0.0000
s67	s92	-0.0242	0.0000
s67	s93	-0.0242	0.0000
s67	s94	-0.0044	0.0000
s67	s95	1.0050	0.5000
s68	s69	-0.0071	0.0000
s68	s73	0.4615	0.2287
s68	s74	-0.0768	0.0000
s68	s75	-0.0765	0.0000
s68	s76	-0.0162	0.0000
s68	s77	-0.0047	0.0000
s68	s78	-0.0106	0.0000
s68	s79	-0.0769	0.0000
s68	s82	-0.0095	0.0000
s68	s83	-0.0108	0.0000
s68	s84	-0.0132	0.0000
s68	s85	-0.0099	0.0000
s68	s87	-0.0163	0.0000
s68	s91	0.0012	0.0000
s68	s92	-0.0240	0.0000
s68	s93	-0.0240	0.0000
s68	s94	-0.0062	0.0000
s68	s95	0.5188	0.2421
s69	s73	-0.0161	0.0000
s69	s74	-0.0801	0.0000
s69	s75	-0.0798	0.0000
s69	s76	0.0536	0.0000
s69	s77	0.0468	0.0000
s69	s78	0.0506	0.0000
s69	s79	-0.0755	0.0000
s69	s82	0.0572	0.0000
s69	s83	0.0082	0.0000
s69	s84	0.0433	0.0000
s69	s85	0.0032	0.0000
s69	s87	0.0460	0.0000
s69	s91	-0.0540	0.0000
s69	s92	0.0335	0.0000
s69	s93	0.0336	0.0000
s69	s94	-0.0601	0.0000
s69	s95	-0.0138	0.0000
s73	s74	-0.0725	0.0000
s73	s75	-0.0695	0.0000
s73	s76	-0.0165	0.0000
s73	s77	-0.0045	0.0000
s73	s78	-0.0095	0.0000
s73	s79	-0.0742	0.0000
s73	s82	-0.0126	0.0000
s73	s83	-0.0111	0.0000
s73	s84	-0.0149	0.0000
s73	s85	-0.0149	0.0000
s73	s87	-0.0207	0.0000
s73	s91	-0.0016	0.0000
s73	s92	-0.0291	0.0000
s73	s93	-0.0290	0.0000
s73	s94	-0.0061	0.0000
s73	s95	0.5241	0.2453
s74	s75	0.5549	0.1625
s74	s76	-0.0824	0.0000
s74	s77	-0.0922	0.0000
s74	s78	-0.0917	0.0000
s74	s79	0.2672	0.0000
s74	s82	-0.0934	0.0000
s74	s83	-0.0830	0.0000
s74	s84	-0.0851	0.0000
s74	s85	-0.0799	0.0000
s74	s87	-0.0906	0.0000
s74	s91	-0.0846	0.0000
s74	s92	-0.1006	0.0000
s74	s93	-0.1006	0.0000
s74	s94	-0.0916	0.0000
s74	s95	-0.0737	0.0000
s75	s76	-0.0812	0.0000
s75	s77	-0.0905	0.0000
s75	s78	-0.0879	0.0000
s75	s79	0.2631	0.0000
s75	s82	-0.0966	0.0000
s75	s83	-0.0821	0.0000
s75	s84	-0.0831	0.0000
s75	s85	-0.0784	0.0000
s75	s87	-0.0852	0.0000
s75	s91	-0.0853	0.0000
s75	s92	-0.0995	0.0000
s75	s93	-0.0995	0.0000
s75	s94	-0.0886	0.0000
s75	s95	-0.0702	0.0000
s76	s77	0.0642	0.0000
s76	s78	0.0625	0.0000
s76	s79	-0.0831	0.0000
s76	s82	0.0657	0.0000
s76	s83	-0.0016	0.0000
s76	s84	0.0002	0.0000
s76	s85	-0.0055	0.0000
s76	s87	0.0037	0.0000
s76	s91	-0.0778	0.0000
s76	s92	0.3083	0.1297
s76	s93	0.3082	0.1296
s76	s94	-0.0787	0.0000
s76	s95	-0.0159	0.0000
s77	s78	0.0730	0.0000
s77	s79	-0.0969	0.0000
s77	s82	0.0768	0.0000
s77	s83	0.0077	0.0000
s77	s84	0.0625	0.0000
s77	s85	0.0031	0.0000
s77	s87	0.0640	0.0000
s77	s91	-0.0546	0.0000
s77	s92	0.0462	0.0000
s77	s93	0.0462	0.0000
s77	s94	-0.0607	0.0000
s77	s95	-0.0063	0.0000
s78	s79	-0.0833	0.0000
s78	s82	0.0685	0.0000
s78	s83	0.0143	0.0000
s78	s84	0.0714	0.0000
s78	s85	0.0064	0.0000
s78	s87	0.0619	0.0000
s78	s91	-0.0595	0.0000
s78	s92	0.0516	0.0000
s78	s93	0.0516	0.0000
s78	s94	-0.0604	0.0000
s78	s95	-0.0109	0.0000
s79	s82	-0.0917	0.0000
s79	s83	-0.0787	0.0000
s79	s84	-0.0845	0.0000
s79	s85	-0.0716	0.0000
s79	s87	-0.0853	0.0000
s79	s91	-0.0851	0.0000
s79	s92	-0.0984	0.0000
s79	s93	-0.0984	0.0000
s79	s94	-0.0878	0.0000
s79	s95	-0.0726	0.0000
s82	s83	0.0109	0.0000
s82	s84	0.0690	0.0000
s82	s85	0.0039	0.0000
s82	s87	0.0596	0.0000
s82	s91	-0.0626	0.0000
s82	s92	0.0573	0.0000
s82	s93	0.0573	0.0000
s82	s94	-0.0630	0.0000
s82	s95	-0.0115	0.0000
s83	s84	-0.0018	0.0000
s83	s85	0.5151	0.2526
s83	s87	0.0001	0.0000
s83	s91	-0.0043	0.0000
s83	s92	-0.0134	0.0000
s83	s93	-0.0134	0.0000
s83	s94	-0.0051	0.0000
s83	s95	-0.0148	0.0000
s84	s85	-0.0066	0.0000
s84	s87	-0.0024	0.0000
s84	s91	-0.0681	0.0000
s84	s92	0.3173	0.1340
s84	s93	0.3173	0.1340
s84	s94	-0.0723	0.0000
s84	s95	-0.0096	0.0000
s85	s87	-0.0023	0.0000
s85	s91	-0.0045	0.0000
s85	s92	-0.0244	0.0000
s85	s93	-0.0244	0.0000
s85	s94	-0.0029	0.0000
s85	s95	-0.0143	0.0000
s87	s91	-0.0703	0.0000
s87	s92	0.2940	0.1230
s87	s93	0.2940	0.1230
s87	s94	-0.0739	0.0000
s87	s95	-0.0181	0.0000
s91	s92	-0.0789	0.0000
s91	s93	-0.0789	0.0000
s91	s94	0.5391	0.2493
s91	s95	-0.0027	0.0000
s92	s93	1.2328	0.5000
s92	s94	-0.0815	0.0000
s92	s95	-0.0242	0.0000
s93	s94	-0.0815	0.0000
s93	s95	-0.0242	0.0000
s94	s95	-0.0044	0.0000
